city;localidade;state;date;cum_confirmed;cum_deaths;new_confirmed;new_deaths
São Paulo;355030;SP;22/07/2020;171119;9025;3318;105
São Paulo;355030;SP;23/07/2020;173710;9098;2591;73
São Paulo;355030;SP;24/07/2020;176190;9156;2480;58
São Paulo;355030;SP;25/07/2020;179115;9205;2925;49
São Paulo;355030;SP;26/07/2020;179777;9222;662;17
São Paulo;355030;SP;27/07/2020;182027;9241;2250;19
São Paulo;355030;SP;28/07/2020;185708;9318;3681;77
São Paulo;355030;SP;29/07/2020;188827;9396;3119;78
São Paulo;355030;SP;30/07/2020;193684;9470;4857;74
São Paulo;355030;SP;31/07/2020;197560;9549;3876;79
São Paulo;355030;SP;01/08/2020;199674;9619;2114;70
São Paulo;355030;SP;02/08/2020;200444;9634;770;15
São Paulo;355030;SP;03/08/2020;200705;9644;261;10
São Paulo;355030;SP;04/08/2020;203279;9702;2574;58
São Paulo;355030;SP;05/08/2020;206102;9806;2823;104
São Paulo;355030;SP;06/08/2020;209559;9909;3457;103
São Paulo;355030;SP;07/08/2020;211469;10012;1910;103
São Paulo;355030;SP;08/08/2020;213507;10085;2038;73
São Paulo;355030;SP;09/08/2020;214094;10099;587;14
São Paulo;355030;SP;10/08/2020;214329;10107;235;8
São Paulo;355030;SP;11/08/2020;217244;10221;2915;114
São Paulo;355030;SP;12/08/2020;224140;10311;6896;90
São Paulo;355030;SP;13/08/2020;231203;10453;7063;142
São Paulo;355030;SP;14/08/2020;233987;10563;2784;110
Brasilia;530010;DF;07/03/2020;1;0;1;0
Brasilia;530010;DF;08/03/2020;1;0;0;0
Brasilia;530010;DF;09/03/2020;1;0;0;0
Brasilia;530010;DF;10/03/2020;1;0;0;0
Brasilia;530010;DF;11/03/2020;2;0;1;0
Brasilia;530010;DF;12/03/2020;2;0;0;0
Brasilia;530010;DF;13/03/2020;2;0;0;0
Brasilia;530010;DF;14/03/2020;8;0;6;0
Brasilia;530010;DF;15/03/2020;14;0;6;0
Brasilia;530010;DF;16/03/2020;19;0;5;0
Brasilia;530010;DF;17/03/2020;19;0;0;0
Brasilia;530010;DF;18/03/2020;34;0;15;0
Brasilia;530010;DF;19/03/2020;42;0;8;0
Brasilia;530010;DF;20/03/2020;87;0;45;0
Brasilia;530010;DF;21/03/2020;108;0;21;0
Brasilia;530010;DF;22/03/2020;117;0;9;0
Brasilia;530010;DF;23/03/2020;138;0;21;0
Brasilia;530010;DF;24/03/2020;161;0;23;0
Brasilia;530010;DF;25/03/2020;195;0;34;0
Brasilia;530010;DF;26/03/2020;171;0;-24;0
Brasilia;530010;DF;27/03/2020;211;0;40;0
Brasilia;530010;DF;28/03/2020;225;0;14;0
Brasilia;530010;DF;29/03/2020;270;1;45;1
Brasilia;530010;DF;30/03/2020;285;2;15;1
Brasilia;530010;DF;31/03/2020;305;3;20;1
Brasilia;530010;DF;01/04/2020;329;4;24;1
Brasilia;530010;DF;02/04/2020;373;5;44;1
Brasilia;530010;DF;03/04/2020;382;6;9;1
Brasilia;530010;DF;04/04/2020;418;7;36;1
Brasilia;530010;DF;05/04/2020;428;7;10;0
Brasilia;530010;DF;06/04/2020;442;10;14;3
Brasilia;530010;DF;07/04/2020;466;12;24;2
Brasilia;530010;DF;08/04/2020;472;12;6;0
Brasilia;530010;DF;09/04/2020;486;13;14;1
Brasilia;530010;DF;10/04/2020;518;14;32;1
Brasilia;530010;DF;11/04/2020;545;14;27;0
Brasilia;530010;DF;12/04/2020;576;14;31;0
Brasilia;530010;DF;13/04/2020;598;15;22;1
Brasilia;530010;DF;14/04/2020;610;17;12;2
Brasilia;530010;DF;15/04/2020;642;17;32;0
Brasilia;530010;DF;16/04/2020;674;20;32;3
Brasilia;530010;DF;17/04/2020;702;24;28;4
Brasilia;530010;DF;18/04/2020;740;24;38;0
Brasilia;530010;DF;19/04/2020;783;24;43;0
Brasilia;530010;DF;20/04/2020;817;24;34;0
Brasilia;530010;DF;21/04/2020;854;24;37;0
Brasilia;530010;DF;22/04/2020;898;25;44;1
Brasilia;530010;DF;23/04/2020;906;26;8;1
Brasilia;530010;DF;24/04/2020;944;26;38;0
Brasilia;530010;DF;25/04/2020;956;27;12;1
Brasilia;530010;DF;26/04/2020;1051;27;95;0
Brasilia;530010;DF;27/04/2020;1119;28;68;1
Brasilia;530010;DF;28/04/2020;1158;28;39;0
Brasilia;530010;DF;29/04/2020;1237;28;79;0
Brasilia;530010;DF;30/04/2020;1342;30;105;2
Brasilia;530010;DF;01/05/2020;1458;31;116;1
Brasilia;530010;DF;02/05/2020;1521;32;63;1
Brasilia;530010;DF;03/05/2020;1616;33;95;1
Brasilia;530010;DF;04/05/2020;1670;33;54;0
Brasilia;530010;DF;05/05/2020;1707;34;37;1
Brasilia;530010;DF;06/05/2020;1893;35;186;1
Brasilia;530010;DF;07/05/2020;2078;35;185;0
Brasilia;530010;DF;08/05/2020;2217;36;139;1
Brasilia;530010;DF;09/05/2020;2350;38;133;2
Brasilia;530010;DF;10/05/2020;2464;41;114;3
Brasilia;530010;DF;11/05/2020;2571;43;107;2
Brasilia;530010;DF;12/05/2020;2733;45;162;2
Brasilia;530010;DF;13/05/2020;2900;47;167;2
Brasilia;530010;DF;14/05/2020;3073;50;173;3
Brasilia;530010;DF;15/05/2020;3392;54;319;4
Brasilia;530010;DF;16/05/2020;3701;55;309;1
Brasilia;530010;DF;17/05/2020;3919;57;218;2
Brasilia;530010;DF;18/05/2020;4123;62;204;5
Brasilia;530010;DF;19/05/2020;4339;68;216;6
Brasilia;530010;DF;20/05/2020;4723;73;384;5
Brasilia;530010;DF;21/05/2020;4957;79;234;6
Brasilia;530010;DF;22/05/2020;5337;84;380;5
Brasilia;530010;DF;23/05/2020;5605;89;268;5
Brasilia;530010;DF;24/05/2020;5902;98;297;9
Brasilia;530010;DF;25/05/2020;6197;106;295;8
Brasilia;530010;DF;26/05/2020;6451;114;254;8
Brasilia;530010;DF;27/05/2020;6979;123;528;9
Brasilia;530010;DF;28/05/2020;7490;132;511;9
Brasilia;530010;DF;29/05/2020;7877;142;387;10
Brasilia;530010;DF;30/05/2020;8538;149;661;7
Brasilia;530010;DF;31/05/2020;8807;157;269;8
Brasilia;530010;DF;01/06/2020;9486;160;679;3
Brasilia;530010;DF;02/06/2020;10174;163;688;3
Brasilia;530010;DF;03/06/2020;10881;176;707;13
Brasilia;530010;DF;04/06/2020;11698;181;817;5
Brasilia;530010;DF;05/06/2020;12864;186;1166;5
Brasilia;530010;DF;06/06/2020;14330;192;1466;6
Brasilia;530010;DF;07/06/2020;15015;196;685;4
Brasilia;530010;DF;08/06/2020;15306;205;291;9
Brasilia;530010;DF;09/06/2020;16344;214;1038;9
Brasilia;530010;DF;10/06/2020;17543;232;1199;18
Brasilia;530010;DF;11/06/2020;18464;250;921;18
Brasilia;530010;DF;12/06/2020;19257;256;793;6
Brasilia;530010;DF;13/06/2020;19762;265;505;9
Brasilia;530010;DF;14/06/2020;20586;276;824;11
Brasilia;530010;DF;15/06/2020;21283;288;697;12
Brasilia;530010;DF;16/06/2020;22460;316;1177;28
Brasilia;530010;DF;17/06/2020;24084;331;1624;15
Brasilia;530010;DF;18/06/2020;25274;345;1190;14
Brasilia;530010;DF;19/06/2020;27453;362;2179;17
Brasilia;530010;DF;20/06/2020;28722;370;1269;8
Brasilia;530010;DF;21/06/2020;29598;386;876;16
Brasilia;530010;DF;22/06/2020;30427;410;829;24
Brasilia;530010;DF;23/06/2020;31457;432;1030;22
Brasilia;530010;DF;24/06/2020;33096;449;1639;17
Brasilia;530010;DF;25/06/2020;34503;463;1407;14
Brasilia;530010;DF;26/06/2020;36464;486;1961;23
Brasilia;530010;DF;27/06/2020;37642;491;1178;5
Brasilia;530010;DF;28/06/2020;39713;502;2071;11
Brasilia;530010;DF;29/06/2020;41849;512;2136;10
Brasilia;530010;DF;30/06/2020;43800;539;1951;27
Brasilia;530010;DF;01/07/2020;45111;567;1311;28
Brasilia;530010;DF;02/07/2020;46559;578;1448;11
Brasilia;530010;DF;03/07/2020;48068;588;1509;10
Brasilia;530010;DF;04/07/2020;49609;611;1541;23
Brasilia;530010;DF;05/07/2020;51617;637;2008;26
Brasilia;530010;DF;06/07/2020;54008;663;2391;26
Brasilia;530010;DF;07/07/2020;55973;701;1965;38
Brasilia;530010;DF;08/07/2020;57387;733;1414;32
Brasilia;530010;DF;09/07/2020;58587;754;1200;21
Brasilia;530010;DF;10/07/2020;60018;785;1431;31
Brasilia;530010;DF;11/07/2020;60987;797;969;12
Brasilia;530010;DF;12/07/2020;63071;827;2084;30
Brasilia;530010;DF;13/07/2020;64450;853;1379;26
Brasilia;530010;DF;14/07/2020;65580;882;1130;29
Brasilia;530010;DF;15/07/2020;66901;918;1321;36
Brasilia;530010;DF;16/07/2020;68952;945;2051;27
Brasilia;530010;DF;17/07/2020;70414;967;1462;22
Brasilia;530010;DF;18/07/2020;71734;979;1320;12
Brasilia;530010;DF;19/07/2020;72892;989;1158;10
Brasilia;530010;DF;20/07/2020;74544;1015;1652;26
Brasilia;530010;DF;21/07/2020;76132;1056;1588;41
Brasilia;530010;DF;22/07/2020;77590;1072;1458;16
Brasilia;530010;DF;23/07/2020;79488;1113;1898;41
Brasilia;530010;DF;24/07/2020;81588;1135;2100;22
Brasilia;530010;DF;25/07/2020;83222;1164;1634;29
Brasilia;530010;DF;26/07/2020;85072;1193;1850;29
Brasilia;530010;DF;27/07/2020;86974;1220;1902;27
Brasilia;530010;DF;28/07/2020;88972;1266;1998;46
Brasilia;530010;DF;29/07/2020;90353;1289;1381;23
Brasilia;530010;DF;30/07/2020;92196;1312;1843;23
Brasilia;530010;DF;31/07/2020;93689;1333;1493;21
Brasilia;530010;DF;01/08/2020;95152;1352;1463;19
Brasilia;530010;DF;02/08/2020;97029;1385;1877;33
Brasilia;530010;DF;03/08/2020;98690;1406;1661;21
Brasilia;530010;DF;04/08/2020;100543;1432;1853;26
Brasilia;530010;DF;05/08/2020;102378;1463;1835;31
Brasilia;530010;DF;06/08/2020;104508;1506;2130;43
Brasilia;530010;DF;07/08/2020;105853;1536;1345;30
Brasilia;530010;DF;08/08/2020;107567;1561;1714;25
Brasilia;530010;DF;09/08/2020;108555;1579;988;18
Brasilia;530010;DF;10/08/2020;111254;1608;2699;29
Brasilia;530010;DF;11/08/2020;112379;1655;1125;47
Brasilia;530010;DF;12/08/2020;113913;1709;1534;54
Brasilia;530010;DF;13/08/2020;115666;1742;1753;33
Brasilia;530010;DF;14/08/2020;117374;1768;1708;26
